Distributors,Retailers,PO_Number,PO_Date,PO_Requested_Delivery_Date,PO_Amount,PO_Status,Actual Fulfillment Date,Invoice_Number,Invoice_Date,Invoice_Amount,Shipping_City,Shipping_State,Shipping_State_Code,Shipping_Country,Shipping_Country_Code,Shipping_Postal_Code,PO_Link,Manual_Invoice_Link,SPS_Invoices,Manual_Invoice_Link1,year_month_PO,Delay_Days,PO_Delivery_Status,UPC/GTIN,SKU,SKU_Qty,PO_Case_Price,PO_Sales,Invoice_Qty,Invoice_Case_Price,Status,total_sales,Box_per_Case,Location,Qty Diff,Amt Diff,Channel,Unit List Cost,Common_PO_Date,Common_Invoice_Date,New_PO_Delivery_Status,New_Status
ID Company,ID Company,PO4152024,2024-04-12,2024-04-19,11980.0,Fulfilled,2024-04-19,IDC003,2024-04-19,11980.0,Antioch,California,CA,United States,US,94509,PO4152024.pdf,IDC003.pdf,,,2024-4,0.0,Delivered on Time,810103157033.0,BS01,4.0,350.0000000000001,1400.0,4.0,350.0000000000001,Fulfilled,1400.0,5000.0,West,0.0,0.0,B2B,,Apr-2024,Apr-2024,Fulfilled,Fulfilled
ID Company,ID Company,PO4152024,2024-04-12,2024-04-19,11980.0,Fulfilled,2024-04-19,IDC003,2024-04-19,11980.0,Antioch,California,CA,United States,US,94509,PO4152024.pdf,IDC003.pdf,,,2024-4,0.0,Delivered on Time,810103157019.0,BK01,2.0,350.0000000000001,700.0000000000001,2.0,350.0000000000001,Fulfilled,700.0000000000001,5000.0,West,0.0,0.0,B2B,,Apr-2024,Apr-2024,Fulfilled,Fulfilled
ID Company,ID Company,PO4152024,2024-04-12,2024-04-19,11980.0,Fulfilled,2024-04-19,IDC003,2024-04-19,11980.0,Antioch,California,CA,United States,US,94509,PO4152024.pdf,IDC003.pdf,,,2024-4,0.0,Delivered on Time,810103157026.0,BF01,2.0,350.0000000000001,700.0000000000001,2.0,350.0000000000001,Fulfilled,700.0000000000001,5000.0,West,0.0,0.0,B2B,,Apr-2024,Apr-2024,Fulfilled,Fulfilled
ID Company,ID Company,PO6262024,2024-06-26,2024-07-02,14880.0,Fulfilled,2024-06-29,IDC004,2024-06-29,14880.0,Antioch,California,CA,United States,US,94509,PO6262024,IDC004,,,2024-6,-3.0,Delivered on Time,810103156937.0,CB4CMT01,34.0,150.0,5100.0,34.0,150.0,Fulfilled,5100.0,600.0,West,0.0,0.0,B2B,,Jun-2024,Jun-2024,Fulfilled,Fulfilled
ID Company,ID Company,PO6262024,2024-06-26,2024-07-02,14880.0,Fulfilled,2024-06-29,IDC004,2024-06-29,14880.0,Antioch,California,CA,United States,US,94509,PO6262024,IDC004,,,2024-6,-3.0,Delivered on Time,810103156944.0,CB3CMT01,34.0,120.0,4080.0,34.0,120.0,Fulfilled,4080.0,600.0,West,0.0,0.0,B2B,,Jun-2024,Jun-2024,Fulfilled,Fulfilled
ID Company,ID Company,PO6262024,2024-06-26,2024-07-02,14880.0,Fulfilled,2024-06-29,IDC004,2024-06-29,14880.0,Antioch,California,CA,United States,US,94509,PO6262024,IDC004,,,2024-6,-3.0,Delivered on Time,810103156999.0,CPB4RO01,5.0,240.0,1200.0,5.0,240.0,Fulfilled,1200.0,4000.0,West,0.0,0.0,B2B,,Jun-2024,Jun-2024,Fulfilled,Fulfilled
ID Company,ID Company,PO6262024,2024-06-26,2024-07-02,14880.0,Fulfilled,2024-06-29,IDC004,2024-06-29,14880.0,Antioch,California,CA,United States,US,94509,PO6262024,IDC004,,,2024-6,-3.0,Delivered on Time,810103157002.0,CPB8RO01,40.0,60.0,2400.0,40.0,60.0,Fulfilled,2400.0,500.0,West,0.0,0.0,B2B,,Jun-2024,Jun-2024,Fulfilled,Fulfilled
ID Company,ID Company,PO6262024,2024-06-26,2024-07-02,14880.0,Fulfilled,2024-06-29,IDC004,2024-06-29,14880.0,Antioch,California,CA,United States,US,94509,PO6262024,IDC004,,,2024-6,-3.0,Delivered on Time,810103157026.0,BF01,2.0,350.0000000000001,700.0000000000001,2.0,350.0000000000001,Fulfilled,700.0000000000001,5000.0,West,0.0,0.0,B2B,,Jun-2024,Jun-2024,Fulfilled,Fulfilled
ID Company,ID Company,PO6262024,2024-06-26,2024-07-02,14880.0,Fulfilled,2024-06-29,IDC004,2024-06-29,14880.0,Antioch,California,CA,United States,US,94509,PO6262024,IDC004,,,2024-6,-3.0,Delivered on Time,810103157033.0,BS01,4.0,350.0000000000001,1400.0,4.0,350.0000000000001,Fulfilled,1400.0,5000.0,West,0.0,0.0,B2B,,Jun-2024,Jun-2024,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062001,2024-12-08,2024-12-19,17969.2,Fulfilled,2024-12-18,WM001,2024-12-18,17969.2,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EVZ6LCRWMUtPo3bQYUX0xE4BUiyG4J0DfHYZuvZ19BJ-eg?e=gsEuXJ,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY9rcNjbC6hEhyZ0eeeWHacBNOFQWrzFEKhuGEva6_chLg?e=8pNeRp,,2024-12,-1.0,Delivered on Time,810103157088.0,CBB16RO20BLWL,199.0,11.44,2276.56,199.0,11.44,Fulfilled,2276.56,8.0,West,0.0,0.0,Retail,,Dec-2024,Dec-2024,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062001,2024-12-08,2024-12-19,17969.2,Fulfilled,2024-12-18,WM001,2024-12-18,17969.2,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EVZ6LCRWMUtPo3bQYUX0xE4BUiyG4J0DfHYZuvZ19BJ-eg?e=gsEuXJ,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY9rcNjbC6hEhyZ0eeeWHacBNOFQWrzFEKhuGEva6_chLg?e=8pNeRp,,2024-12,-1.0,Delivered on Time,810103156203.0,CCSF24WL,158.0,10.8,1706.4,158.0,10.8,Fulfilled,1706.4,8.0,West,0.0,0.0,Retail,,Dec-2024,Dec-2024,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062001,2024-12-08,2024-12-19,17969.2,Fulfilled,2024-12-18,WM001,2024-12-18,17969.2,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EVZ6LCRWMUtPo3bQYUX0xE4BUiyG4J0DfHYZuvZ19BJ-eg?e=gsEuXJ,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY9rcNjbC6hEhyZ0eeeWHacBNOFQWrzFEKhuGEva6_chLg?e=8pNeRp,,2024-12,-1.0,Delivered on Time,810103156197.0,CCSS24WL,211.0,10.8,2278.8,211.0,10.8,Fulfilled,2278.8,8.0,West,0.0,0.0,Retail,,Dec-2024,Dec-2024,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062001,2024-12-08,2024-12-19,17969.2,Fulfilled,2024-12-18,WM001,2024-12-18,17969.2,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EVZ6LCRWMUtPo3bQYUX0xE4BUiyG4J0DfHYZuvZ19BJ-eg?e=gsEuXJ,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY9rcNjbC6hEhyZ0eeeWHacBNOFQWrzFEKhuGEva6_chLg?e=8pNeRp,,2024-12,-1.0,Delivered on Time,850023080615.0,CCS24WL,96.0,16.2,1555.2,96.0,16.2,Fulfilled,1555.2,12.0,West,0.0,0.0,Retail,,Dec-2024,Dec-2024,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062001,2024-12-08,2024-12-19,17969.2,Fulfilled,2024-12-18,WM001,2024-12-18,17969.2,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EVZ6LCRWMUtPo3bQYUX0xE4BUiyG4J0DfHYZuvZ19BJ-eg?e=gsEuXJ,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY9rcNjbC6hEhyZ0eeeWHacBNOFQWrzFEKhuGEva6_chLg?e=8pNeRp,,2024-12,-1.0,Delivered on Time,810103157101.0,CBP9RO20BLWL,96.0,12.48,1198.08,96.0,12.48,Fulfilled,1198.08,8.0,West,0.0,0.0,Retail,,Dec-2024,Dec-2024,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062001,2024-12-08,2024-12-19,17969.2,Fulfilled,2024-12-18,WM001,2024-12-18,17969.2,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EVZ6LCRWMUtPo3bQYUX0xE4BUiyG4J0DfHYZuvZ19BJ-eg?e=gsEuXJ,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY9rcNjbC6hEhyZ0eeeWHacBNOFQWrzFEKhuGEva6_chLg?e=8pNeRp,,2024-12,-1.0,Delivered on Time,810103151949.0,CBP10RO50BLWL,197.0,37.84,7454.48,197.0,37.84,Fulfilled,7454.48,8.0,West,0.0,0.0,Retail,,Dec-2024,Dec-2024,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062001,2024-12-08,2024-12-19,17969.2,Fulfilled,2024-12-18,WM001,2024-12-18,17969.2,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EVZ6LCRWMUtPo3bQYUX0xE4BUiyG4J0DfHYZuvZ19BJ-eg?e=gsEuXJ,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY9rcNjbC6hEhyZ0eeeWHacBNOFQWrzFEKhuGEva6_chLg?e=8pNeRp,,2024-12,-1.0,Delivered on Time,850023080745.0,CBP10RO20BLWL,91.0,16.48,1499.68,91.0,16.48,Fulfilled,1499.68,8.0,West,0.0,0.0,Retail,,Dec-2024,Dec-2024,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062045,2024-12-15,2024-12-26,20792.6,Short Shipped,2024-12-26,WM005,2024-12-26,17727.56,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EUrYYtrKNvJPmTz83t4tLQsB1iNy6lAz8laZYyS6HLeIrA?e=QjBLP4,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ETCGC1_fpXJIqVNl5hOoJLMBy3wsb2rPa2svsBsebrrhTw?e=b9Gcsz,,2024-12,0.0,Delivered on Time,810103157088.0,CBB16RO20BLWL,227.0,11.44,2596.88,227.0,11.44,Fulfilled,2596.88,8.0,West,0.0,0.0,Retail,,Dec-2024,Dec-2024,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062045,2024-12-15,2024-12-26,20792.6,Short Shipped,2024-12-26,WM005,2024-12-26,17727.56,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EUrYYtrKNvJPmTz83t4tLQsB1iNy6lAz8laZYyS6HLeIrA?e=QjBLP4,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ETCGC1_fpXJIqVNl5hOoJLMBy3wsb2rPa2svsBsebrrhTw?e=b9Gcsz,,2024-12,0.0,Delivered on Time,810103156203.0,CCSF24WL,141.0,10.8,1522.8,141.0,10.8,Fulfilled,1522.8,8.0,West,0.0,0.0,Retail,,Dec-2024,Dec-2024,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062045,2024-12-15,2024-12-26,20792.6,Short Shipped,2024-12-26,WM005,2024-12-26,17727.56,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EUrYYtrKNvJPmTz83t4tLQsB1iNy6lAz8laZYyS6HLeIrA?e=QjBLP4,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ETCGC1_fpXJIqVNl5hOoJLMBy3wsb2rPa2svsBsebrrhTw?e=b9Gcsz,,2024-12,0.0,Delivered on Time,810103156197.0,CCSS24WL,152.0,10.8,1641.6,152.0,10.8,Fulfilled,1641.6,8.0,West,0.0,0.0,Retail,,Dec-2024,Dec-2024,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062045,2024-12-15,2024-12-26,20792.6,Short Shipped,2024-12-26,WM005,2024-12-26,17727.56,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EUrYYtrKNvJPmTz83t4tLQsB1iNy6lAz8laZYyS6HLeIrA?e=QjBLP4,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ETCGC1_fpXJIqVNl5hOoJLMBy3wsb2rPa2svsBsebrrhTw?e=b9Gcsz,,2024-12,0.0,Delivered on Time,850023080615.0,CCS24WL,81.0,16.2,1312.2,81.0,16.2,Fulfilled,1312.2,12.0,West,0.0,0.0,Retail,,Dec-2024,Dec-2024,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062045,2024-12-15,2024-12-26,20792.6,Short Shipped,2024-12-26,WM005,2024-12-26,17727.56,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EUrYYtrKNvJPmTz83t4tLQsB1iNy6lAz8laZYyS6HLeIrA?e=QjBLP4,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ETCGC1_fpXJIqVNl5hOoJLMBy3wsb2rPa2svsBsebrrhTw?e=b9Gcsz,,2024-12,0.0,Delivered on Time,810103157101.0,CBP9RO20BLWL,183.0,12.48,2283.84,183.0,12.48,Fulfilled,2283.84,8.0,West,0.0,0.0,Retail,,Dec-2024,Dec-2024,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062045,2024-12-15,2024-12-26,20792.6,Short Shipped,2024-12-26,WM005,2024-12-26,17727.56,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EUrYYtrKNvJPmTz83t4tLQsB1iNy6lAz8laZYyS6HLeIrA?e=QjBLP4,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ETCGC1_fpXJIqVNl5hOoJLMBy3wsb2rPa2svsBsebrrhTw?e=b9Gcsz,,2024-12,0.0,Delivered on Time,810103151949.0,CBP10RO50BLWL,209.0,37.84,7908.56,128.0,37.84,Short Shipped,4843.52,8.0,West,81.0,3065.0400000000004,Retail,,Dec-2024,Dec-2024,Fulfilled,Short Shipped
Walmart,Walmart,PO5031062045,2024-12-15,2024-12-26,20792.6,Short Shipped,2024-12-26,WM005,2024-12-26,17727.56,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EUrYYtrKNvJPmTz83t4tLQsB1iNy6lAz8laZYyS6HLeIrA?e=QjBLP4,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ETCGC1_fpXJIqVNl5hOoJLMBy3wsb2rPa2svsBsebrrhTw?e=b9Gcsz,,2024-12,0.0,Delivered on Time,850023080745.0,CBP10RO20BLWL,214.0,16.48,3526.72,214.0,16.48,Fulfilled,3526.72,8.0,West,0.0,0.0,Retail,,Dec-2024,Dec-2024,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062076,2024-12-22,2025-01-02,12829.0,Short Shipped,2025-01-02,WM007,2025-01-02,8023.32,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ESm6REr3ZEdEmzjDXpcuxOwBuCtgcnDndWNR3x6VZrTiBA?e=JLlipU,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ERvbtplwy1pPvVmkq9_cUNIBFCxR8MABQiqjHMC3XYPQvg?e=tyegM1,,2024-12,0.0,Delivered on Time,810103157088.0,CBB16RO20BLWL,141.0,11.44,1613.04,141.0,11.44,Fulfilled,1613.04,8.0,West,0.0,0.0,Retail,,Dec-2024,Jan-2025,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062076,2024-12-22,2025-01-02,12829.0,Short Shipped,2025-01-02,WM007,2025-01-02,8023.32,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ESm6REr3ZEdEmzjDXpcuxOwBuCtgcnDndWNR3x6VZrTiBA?e=JLlipU,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ERvbtplwy1pPvVmkq9_cUNIBFCxR8MABQiqjHMC3XYPQvg?e=tyegM1,,2024-12,0.0,Delivered on Time,810103156203.0,CCSF24WL,112.0,10.8,1209.6,112.0,10.8,Fulfilled,1209.6,8.0,West,0.0,0.0,Retail,,Dec-2024,Jan-2025,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062076,2024-12-22,2025-01-02,12829.0,Short Shipped,2025-01-02,WM007,2025-01-02,8023.32,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ESm6REr3ZEdEmzjDXpcuxOwBuCtgcnDndWNR3x6VZrTiBA?e=JLlipU,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ERvbtplwy1pPvVmkq9_cUNIBFCxR8MABQiqjHMC3XYPQvg?e=tyegM1,,2024-12,0.0,Delivered on Time,810103156197.0,CCSS24WL,105.0,10.8,1134.0,105.0,10.8,Fulfilled,1134.0,8.0,West,0.0,0.0,Retail,,Dec-2024,Jan-2025,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062076,2024-12-22,2025-01-02,12829.0,Short Shipped,2025-01-02,WM007,2025-01-02,8023.32,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ESm6REr3ZEdEmzjDXpcuxOwBuCtgcnDndWNR3x6VZrTiBA?e=JLlipU,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ERvbtplwy1pPvVmkq9_cUNIBFCxR8MABQiqjHMC3XYPQvg?e=tyegM1,,2024-12,0.0,Delivered on Time,850023080615.0,CCS24WL,39.0,16.2,631.8,39.0,16.2,Fulfilled,631.8,12.0,West,0.0,0.0,Retail,,Dec-2024,Jan-2025,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062076,2024-12-22,2025-01-02,12829.0,Short Shipped,2025-01-02,WM007,2025-01-02,8023.32,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ESm6REr3ZEdEmzjDXpcuxOwBuCtgcnDndWNR3x6VZrTiBA?e=JLlipU,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ERvbtplwy1pPvVmkq9_cUNIBFCxR8MABQiqjHMC3XYPQvg?e=tyegM1,,2024-12,0.0,Delivered on Time,810103157101.0,CBP9RO20BLWL,93.0,12.48,1160.64,93.0,12.48,Fulfilled,1160.64,8.0,West,0.0,0.0,Retail,,Dec-2024,Jan-2025,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062076,2024-12-22,2025-01-02,12829.0,Short Shipped,2025-01-02,WM007,2025-01-02,8023.32,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ESm6REr3ZEdEmzjDXpcuxOwBuCtgcnDndWNR3x6VZrTiBA?e=JLlipU,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ERvbtplwy1pPvVmkq9_cUNIBFCxR8MABQiqjHMC3XYPQvg?e=tyegM1,,2024-12,0.0,Delivered on Time,810103151949.0,CBP10RO50BLWL,127.0,37.84,4805.68,0.0,0.0,Short Shipped,0.0,8.0,West,127.0,4805.68,Retail,,Dec-2024,Jan-2025,Fulfilled,Short Shipped
Walmart,Walmart,PO5031062076,2024-12-22,2025-01-02,12829.0,Short Shipped,2025-01-02,WM007,2025-01-02,8023.32,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ESm6REr3ZEdEmzjDXpcuxOwBuCtgcnDndWNR3x6VZrTiBA?e=JLlipU,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ERvbtplwy1pPvVmkq9_cUNIBFCxR8MABQiqjHMC3XYPQvg?e=tyegM1,,2024-12,0.0,Delivered on Time,850023080745.0,CBP10RO20BLWL,138.0,16.48,2274.24,138.0,16.48,Fulfilled,2274.24,8.0,West,0.0,0.0,Retail,,Dec-2024,Jan-2025,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062106,2024-12-29,2025-01-09,1148.88,Short Shipped,2025-01-08,WM010,2025-01-08,997.52,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWIPhbXg9cFErQYsqQrXvq8BLrXMSZ1w1Hu_pInBsabPog?e=qfcOK2,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EbLfeZCp2dNApb0RxidfTRUBoKi85Kck6yPyCLgxdORoaw?e=SRILPj,,2024-12,-1.0,Delivered on Time,810103157088.0,CBB16RO20BLWL,2.0,11.44,22.88,2.0,11.44,Fulfilled,22.88,8.0,West,0.0,0.0,Retail,,Dec-2024,Jan-2025,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062106,2024-12-29,2025-01-09,1148.88,Short Shipped,2025-01-08,WM010,2025-01-08,997.52,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWIPhbXg9cFErQYsqQrXvq8BLrXMSZ1w1Hu_pInBsabPog?e=qfcOK2,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EbLfeZCp2dNApb0RxidfTRUBoKi85Kck6yPyCLgxdORoaw?e=SRILPj,,2024-12,-1.0,Delivered on Time,810103156203.0,CCSF24WL,33.0,10.8,356.4,33.0,10.8,Fulfilled,356.4,8.0,West,0.0,0.0,Retail,,Dec-2024,Jan-2025,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062106,2024-12-29,2025-01-09,1148.88,Short Shipped,2025-01-08,WM010,2025-01-08,997.52,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWIPhbXg9cFErQYsqQrXvq8BLrXMSZ1w1Hu_pInBsabPog?e=qfcOK2,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EbLfeZCp2dNApb0RxidfTRUBoKi85Kck6yPyCLgxdORoaw?e=SRILPj,,2024-12,-1.0,Delivered on Time,810103157101.0,CBP9RO20BLWL,2.0,12.48,24.96,2.0,12.48,Fulfilled,24.96,8.0,West,0.0,0.0,Retail,,Dec-2024,Jan-2025,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062106,2024-12-29,2025-01-09,1148.88,Short Shipped,2025-01-08,WM010,2025-01-08,997.52,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWIPhbXg9cFErQYsqQrXvq8BLrXMSZ1w1Hu_pInBsabPog?e=qfcOK2,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EbLfeZCp2dNApb0RxidfTRUBoKi85Kck6yPyCLgxdORoaw?e=SRILPj,,2024-12,-1.0,Delivered on Time,810103151949.0,CBP10RO50BLWL,4.0,37.84,151.36,0.0,0.0,Short Shipped,0.0,8.0,West,4.0,151.36,Retail,,Dec-2024,Jan-2025,Fulfilled,Short Shipped
Walmart,Walmart,PO5031062106,2024-12-29,2025-01-09,1148.88,Short Shipped,2025-01-08,WM010,2025-01-08,997.52,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWIPhbXg9cFErQYsqQrXvq8BLrXMSZ1w1Hu_pInBsabPog?e=qfcOK2,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EbLfeZCp2dNApb0RxidfTRUBoKi85Kck6yPyCLgxdORoaw?e=SRILPj,,2024-12,-1.0,Delivered on Time,850023080745.0,CBP10RO20BLWL,36.0,16.48,593.28,36.0,16.48,Fulfilled,593.28,8.0,West,0.0,0.0,Retail,,Dec-2024,Jan-2025,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062136,2025-01-05,2025-01-16,10718.44,Fulfilled,2025-01-15,WM013,2025-01-15,10718.44,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ebods4wcyA1LgdrAgw7f0hcBYswTE23jb8Wg9vWtn_9d6w?e=ainKJR,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea9Qc7VvaMtFnnt-9TiVdDQBkZmrOjt3t7gs_iJcLL9xmA?e=JKiN6X,,2025-1,-1.0,Delivered on Time,810103157088.0,CBB16RO20BLWL,170.0,11.44,1944.8,170.0,11.44,Fulfilled,1944.8,8.0,West,0.0,0.0,Retail,,Jan-2025,Jan-2025,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062136,2025-01-05,2025-01-16,10718.44,Fulfilled,2025-01-15,WM013,2025-01-15,10718.44,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ebods4wcyA1LgdrAgw7f0hcBYswTE23jb8Wg9vWtn_9d6w?e=ainKJR,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea9Qc7VvaMtFnnt-9TiVdDQBkZmrOjt3t7gs_iJcLL9xmA?e=JKiN6X,,2025-1,-1.0,Delivered on Time,810103156203.0,CCSF24WL,21.0,10.8,226.8,21.0,10.8,Fulfilled,226.8,8.0,West,0.0,0.0,Retail,,Jan-2025,Jan-2025,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062136,2025-01-05,2025-01-16,10718.44,Fulfilled,2025-01-15,WM013,2025-01-15,10718.44,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ebods4wcyA1LgdrAgw7f0hcBYswTE23jb8Wg9vWtn_9d6w?e=ainKJR,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea9Qc7VvaMtFnnt-9TiVdDQBkZmrOjt3t7gs_iJcLL9xmA?e=JKiN6X,,2025-1,-1.0,Delivered on Time,810103156197.0,CCSS24WL,6.0,10.8,64.80000000000001,6.0,10.8,Fulfilled,64.80000000000001,8.0,West,0.0,0.0,Retail,,Jan-2025,Jan-2025,Fulfilled,Fulfilled
Walmart,Walmart,PO5031062136,2025-01-05,2025-01-16,10718.44,Fulfilled,2025-01-15,WM013,2025-01-15,10718.44,Apple Valley,California,CA,United States,US,92307,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ebods4wcyA1LgdrAgw7f0hcBYswTE23jb8Wg9vWtn_9d6w?e=ainKJR,,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea9Qc7VvaMtFnnt-9TiVdDQBkZmrOjt3t7gs_iJcLL9xmA?e=JKiN6X,,2025-1,-1.0,Delivered on Time,850023080615.0,CCS24WL,11.0,16.2,178.2,11.0,16.2,Fulfilled,178.2,12.0,West,0.0,0.0,Retail,,Jan-2025,Jan-2025,Fulfilled,Fulfilled
